PDB_ID,Experimental_Method
8U1O,ELECTRON MICROSCOPY
6OTU,X-RAY DIFFRACTION
1MD2,X-RAY DIFFRACTION
2J6C,X-RAY DIFFRACTION
8EVQ,ELECTRON MICROSCOPY
2V42,X-RAY DIFFRACTION
1PQO,X-RAY DIFFRACTION
5EKP,X-RAY DIFFRACTION
7VRD,X-RAY DIFFRACTION
6RKC,X-RAY DIFFRACTION
1R7J,X-RAY DIFFRACTION
5LV9,X-RAY DIFFRACTION
3DOS,X-RAY DIFFRACTION
6P1Z,X-RAY DIFFRACTION
2CLO,X-RAY DIFFRACTION
5V2C,X-RAY DIFFRACTION
7COY,ELECTRON MICROSCOPY
8BO2,ELECTRON MICROSCOPY
8S1U,ELECTRON MICROSCOPY
8CGK,ELECTRON MICROSCOPY
1NDU,X-RAY DIFFRACTION
6CFV,X-RAY DIFFRACTION
5J8Q,X-RAY DIFFRACTION
4RTK,X-RAY DIFFRACTION
1WZG,X-RAY DIFFRACTION
8FJT,X-RAY DIFFRACTION
1WXR,X-RAY DIFFRACTION
6YUX,X-RAY DIFFRACTION
6MII,X-RAY DIFFRACTION
5Z03,X-RAY DIFFRACTION
8BD3,ELECTRON MICROSCOPY
5TPC,X-RAY DIFFRACTION
8JW0,ELECTRON MICROSCOPY
2FVO,ELECTRON MICROSCOPY
2OLK,X-RAY DIFFRACTION
3J2O,ELECTRON MICROSCOPY
1NDQ,X-RAY DIFFRACTION
5ZTH,X-RAY DIFFRACTION
3WDE,X-RAY DIFFRACTION
8RK5,ELECTRON MICROSCOPY
8C8X,ELECTRON MICROSCOPY
7RXV,X-RAY DIFFRACTION
5RPG,X-RAY DIFFRACTION
2Z1G,X-RAY DIFFRACTION
6QMI,X-RAY DIFFRACTION
1B6I,X-RAY DIFFRACTION
1P9P,X-RAY DIFFRACTION
3P63,X-RAY DIFFRACTION
1FB5,X-RAY DIFFRACTION
7NJJ,X-RAY DIFFRACTION
3ZCP,X-RAY DIFFRACTION
8HFD,X-RAY DIFFRACTION
8RLC,ELECTRON MICROSCOPY
2PDY,X-RAY DIFFRACTION
4P72,X-RAY DIFFRACTION
3LSQ,X-RAY DIFFRACTION
7K62,X-RAY DIFFRACTION
1LBG,X-RAY DIFFRACTION
5UYV,X-RAY DIFFRACTION
3QEV,X-RAY DIFFRACTION
5J30,X-RAY DIFFRACTION
4V9H,X-RAY DIFFRACTION
8IQ0,X-RAY DIFFRACTION
7K84,X-RAY DIFFRACTION
1FRX,X-RAY DIFFRACTION
6XDQ,ELECTRON MICROSCOPY
4WPO,X-RAY DIFFRACTION
6Z24,X-RAY DIFFRACTION
2CTR,SOLUTION NMR
2JC3,X-RAY DIFFRACTION
9K72,X-RAY DIFFRACTION
1L4M,X-RAY DIFFRACTION
7O9G,X-RAY DIFFRACTION
6SO8,ELECTRON MICROSCOPY
7FQ3,X-RAY DIFFRACTION
8BMT,ELECTRON MICROSCOPY
5ROP,X-RAY DIFFRACTION
5UH6,X-RAY DIFFRACTION
8YBE,ELECTRON MICROSCOPY
213L,X-RAY DIFFRACTION
5LE9,X-RAY DIFFRACTION
3NAV,X-RAY DIFFRACTION
8ASL,ELECTRON MICROSCOPY
7NGC,ELECTRON MICROSCOPY
8PRP,X-RAY DIFFRACTION
5IB8,X-RAY DIFFRACTION
8XFE,ELECTRON MICROSCOPY
8HYH,X-RAY DIFFRACTION
2WF5,X-RAY DIFFRACTION
2OLB,X-RAY DIFFRACTION
2O4C,X-RAY DIFFRACTION
2X27,X-RAY DIFFRACTION
5YHR,X-RAY DIFFRACTION
7FID,ELECTRON MICROSCOPY
8JZG,X-RAY DIFFRACTION
1OZE,X-RAY DIFFRACTION
7OY9,X-RAY DIFFRACTION
3T9Z,X-RAY DIFFRACTION
6KBS,X-RAY DIFFRACTION
1NOC,X-RAY DIFFRACTION
5MA4,X-RAY DIFFRACTION
1NGE,X-RAY DIFFRACTION
5RP7,X-RAY DIFFRACTION
6GHR,X-RAY DIFFRACTION
6SNT,ELECTRON MICROSCOPY
4JBZ,X-RAY DIFFRACTION
3M6R,X-RAY DIFFRACTION
3KZI,X-RAY DIFFRACTION
1OXX,X-RAY DIFFRACTION
1ZFJ,X-RAY DIFFRACTION
4RYS,X-RAY DIFFRACTION
8TWQ,X-RAY DIFFRACTION
3BEC,X-RAY DIFFRACTION
4IGS,X-RAY DIFFRACTION
2D0K,X-RAY DIFFRACTION
6U9H,ELECTRON MICROSCOPY
1PC5,X-RAY DIFFRACTION
5B3W,X-RAY DIFFRACTION
4O1X,X-RAY DIFFRACTION
5B3X,X-RAY DIFFRACTION
7L3I,X-RAY DIFFRACTION
4DAF,X-RAY DIFFRACTION
6FTT,X-RAY DIFFRACTION
1J7I,X-RAY DIFFRACTION
3ILJ,X-RAY DIFFRACTION
6EXR,X-RAY DIFFRACTION
1L30,X-RAY DIFFRACTION
8X2Y,ELECTRON MICROSCOPY
4W73,X-RAY DIFFRACTION
6YEG,ELECTRON MICROSCOPY
6IVR,X-RAY DIFFRACTION
5VMB,X-RAY DIFFRACTION
4YPX,X-RAY DIFFRACTION
8E0T,X-RAY DIFFRACTION
2TSY,X-RAY DIFFRACTION
2YGT,X-RAY DIFFRACTION
6GIA,X-RAY DIFFRACTION
6RUW,X-RAY DIFFRACTION
9HAM,ELECTRON MICROSCOPY
1IM8,X-RAY DIFFRACTION
3U2E,X-RAY DIFFRACTION
3QNN,X-RAY DIFFRACTION
1SIB,X-RAY DIFFRACTION
7ROH,ELECTRON MICROSCOPY
1Q9X,X-RAY DIFFRACTION
1TCZ,X-RAY DIFFRACTION
2LRJ,SOLUTION NMR
7A8E,X-RAY DIFFRACTION
5CEA,X-RAY DIFFRACTION
5MAD,X-RAY DIFFRACTION
7LTV,X-RAY DIFFRACTION
1KW5,X-RAY DIFFRACTION
4WNC,X-RAY DIFFRACTION
1N18,X-RAY DIFFRACTION
2FZW,X-RAY DIFFRACTION
1C6B,X-RAY DIFFRACTION
1RDD,X-RAY DIFFRACTION
5VJ0,X-RAY DIFFRACTION
6SW6,X-RAY DIFFRACTION
8HNJ,X-RAY DIFFRACTION
3OJU,X-RAY DIFFRACTION
1JG6,X-RAY DIFFRACTION
3A3Y,X-RAY DIFFRACTION
2WFC,X-RAY DIFFRACTION
3J4B,ELECTRON MICROSCOPY
5FT5,X-RAY DIFFRACTION
6QOX,X-RAY DIFFRACTION
1YBH,X-RAY DIFFRACTION
4HGV,X-RAY DIFFRACTION
4U06,X-RAY DIFFRACTION
4XEG,X-RAY DIFFRACTION
8YBP,X-RAY DIFFRACTION
6PXA,X-RAY DIFFRACTION
2G7K,X-RAY DIFFRACTION
1YU3,X-RAY DIFFRACTION
8P9D,X-RAY DIFFRACTION
6DNC,ELECTRON MICROSCOPY
6P10,X-RAY DIFFRACTION
4JTQ,X-RAY DIFFRACTION
2QLM,X-RAY DIFFRACTION
5BMY,X-RAY DIFFRACTION
6LGK,X-RAY DIFFRACTION
1ILV,X-RAY DIFFRACTION
3JBU,ELECTRON MICROSCOPY
3ULQ,X-RAY DIFFRACTION
5T4J,X-RAY DIFFRACTION
5GAE,ELECTRON MICROSCOPY
3QW6,X-RAY DIFFRACTION
4CRJ,X-RAY DIFFRACTION
4NIK,X-RAY DIFFRACTION
1L4S,SOLUTION NMR
4Z43,X-RAY DIFFRACTION
7GYA,X-RAY DIFFRACTION
1T43,X-RAY DIFFRACTION
3HTD,X-RAY DIFFRACTION
2VHV,X-RAY DIFFRACTION
6GK9,X-RAY DIFFRACTION
1PQD,X-RAY DIFFRACTION
5U14,X-RAY DIFFRACTION
8F06,X-RAY DIFFRACTION
5B0N,X-RAY DIFFRACTION
6WUB,ELECTRON MICROSCOPY
8G2B,X-RAY DIFFRACTION
2WSH,X-RAY DIFFRACTION
7TLM,X-RAY DIFFRACTION
1CY2,X-RAY DIFFRACTION
7LLH,X-RAY DIFFRACTION
1V9S,X-RAY DIFFRACTION
5Z2J,X-RAY DIFFRACTION
6JLP,X-RAY DIFFRACTION
7KZY,X-RAY DIFFRACTION
6BJS,ELECTRON MICROSCOPY
4KPF,X-RAY DIFFRACTION
4M3Z,X-RAY DIFFRACTION
2SSP,X-RAY DIFFRACTION
4C4T,X-RAY DIFFRACTION
5HCR,X-RAY DIFFRACTION
4IQJ,X-RAY DIFFRACTION
8SWB,X-RAY DIFFRACTION
4HDN,X-RAY DIFFRACTION
5HE9,X-RAY DIFFRACTION
4ERU,X-RAY DIFFRACTION
8YO4,ELECTRON MICROSCOPY
3AYX,X-RAY DIFFRACTION
2EZI,SOLUTION NMR
4YNG,X-RAY DIFFRACTION
4F01,X-RAY DIFFRACTION
6B68,X-RAY DIFFRACTION
8TMR,X-RAY DIFFRACTION
4JG2,X-RAY DIFFRACTION
8D4V,X-RAY DIFFRACTION
5VHF,ELECTRON MICROSCOPY
4LNJ,X-RAY DIFFRACTION
1JHU,X-RAY DIFFRACTION
3T44,X-RAY DIFFRACTION
3CTD,X-RAY DIFFRACTION
6Z80,ELECTRON MICROSCOPY
242L,X-RAY DIFFRACTION
1NZO,X-RAY DIFFRACTION
3ZE7,X-RAY DIFFRACTION
6H82,ELECTRON MICROSCOPY
7T3L,ELECTRON MICROSCOPY
3N8S,X-RAY DIFFRACTION
2WKD,X-RAY DIFFRACTION
1T5P,X-RAY DIFFRACTION
9BLT,ELECTRON MICROSCOPY
3P8I,X-RAY DIFFRACTION
3CVD,X-RAY DIFFRACTION
7FPT,X-RAY DIFFRACTION
4W54,X-RAY DIFFRACTION
4XSY,X-RAY DIFFRACTION
4X4T,X-RAY DIFFRACTION
6UL6,X-RAY DIFFRACTION
4ISR,X-RAY DIFFRACTION
7LZP,X-RAY DIFFRACTION
1PYG,X-RAY DIFFRACTION
7Z5S,X-RAY DIFFRACTION
5FPM,X-RAY DIFFRACTION
4YDW,X-RAY DIFFRACTION
7N8Y,ELECTRON MICROSCOPY
2FF5,X-RAY DIFFRACTION
1L20,X-RAY DIFFRACTION
4BTQ,ELECTRON MICROSCOPY
7OWF,X-RAY DIFFRACTION
5SCG,X-RAY DIFFRACTION
7O01,ELECTRON MICROSCOPY
6DUC,X-RAY DIFFRACTION
1Z7W,X-RAY DIFFRACTION
7KY2,X-RAY DIFFRACTION
4Q8S,X-RAY DIFFRACTION
2ITM,X-RAY DIFFRACTION
6X9L,X-RAY DIFFRACTION
5DRF,X-RAY DIFFRACTION
7EEW,X-RAY DIFFRACTION
7KI7,X-RAY DIFFRACTION
1KK5,X-RAY DIFFRACTION
6XCC,X-RAY DIFFRACTION
6TI4,X-RAY DIFFRACTION
3H21,X-RAY DIFFRACTION
8JZE,ELECTRON MICROSCOPY
2JRC,SOLUTION NMR
1FRH,X-RAY DIFFRACTION
7JTT,X-RAY DIFFRACTION
2XTQ,X-RAY DIFFRACTION
2WUV,X-RAY DIFFRACTION
4WPK,X-RAY DIFFRACTION
5OHG,X-RAY DIFFRACTION
6N7I,ELECTRON MICROSCOPY
8HN3,X-RAY DIFFRACTION
5CBN,X-RAY DIFFRACTION
6P12,X-RAY DIFFRACTION
1MPF,X-RAY DIFFRACTION
2AD5,X-RAY DIFFRACTION
1L1L,X-RAY DIFFRACTION
7BT2,X-RAY DIFFRACTION
6Y04,X-RAY DIFFRACTION
6FXP,X-RAY DIFFRACTION
4DTP,X-RAY DIFFRACTION
8OE5,X-RAY DIFFRACTION
7ACJ,ELECTRON MICROSCOPY
5NNU,X-RAY DIFFRACTION
1WKA,X-RAY DIFFRACTION
1C9O,X-RAY DIFFRACTION
6HMY,X-RAY DIFFRACTION
3RVD,X-RAY DIFFRACTION
2QNC,X-RAY DIFFRACTION
2KZH,SOLUTION NMR
7MDX,ELECTRON MICROSCOPY
2CV2,X-RAY DIFFRACTION
7P0B,ELECTRON MICROSCOPY
4RYE,X-RAY DIFFRACTION
4GLX,X-RAY DIFFRACTION
5C7I,X-RAY DIFFRACTION
8CIV,ELECTRON MICROSCOPY
4RR0,X-RAY DIFFRACTION
8HKX,ELECTRON MICROSCOPY
7ST9,ELECTRON MICROSCOPY
6CFR,X-RAY DIFFRACTION
3OGH,X-RAY DIFFRACTION
7KHB,ELECTRON MICROSCOPY
1V5D,X-RAY DIFFRACTION
6XDR,ELECTRON MICROSCOPY
3RWU,X-RAY DIFFRACTION
4V82,X-RAY DIFFRACTION
4KCT,X-RAY DIFFRACTION
6OJA,X-RAY DIFFRACTION
4EN1,X-RAY DIFFRACTION
1RV8,X-RAY DIFFRACTION
8TFZ,X-RAY DIFFRACTION
8EB7,ELECTRON MICROSCOPY
6OFO,X-RAY DIFFRACTION
3PTZ,X-RAY DIFFRACTION
3C52,X-RAY DIFFRACTION
2J0W,X-RAY DIFFRACTION
4EZV,X-RAY DIFFRACTION
8DH4,X-RAY DIFFRACTION
4XZ9,X-RAY DIFFRACTION
4LNF,X-RAY DIFFRACTION
7BLZ,ELECTRON MICROSCOPY
5N5S,X-RAY DIFFRACTION
1AFS,X-RAY DIFFRACTION
9FDA,ELECTRON MICROSCOPY
3ND7,X-RAY DIFFRACTION
6VS9,X-RAY DIFFRACTION
4FMZ,X-RAY DIFFRACTION
8QL9,X-RAY DIFFRACTION
1OXK,X-RAY DIFFRACTION
6D90,ELECTRON MICROSCOPY
2PI4,X-RAY DIFFRACTION
4D65,X-RAY DIFFRACTION
1EYU,X-RAY DIFFRACTION
3PKQ,X-RAY DIFFRACTION
6UPB,X-RAY DIFFRACTION
8BNZ,ELECTRON MICROSCOPY
1L1J,X-RAY DIFFRACTION
4EUG,X-RAY DIFFRACTION
2QDL,X-RAY DIFFRACTION
1FZR,X-RAY DIFFRACTION
6OAX,ELECTRON MICROSCOPY
3DPB,X-RAY DIFFRACTION
9H3U,ELECTRON MICROSCOPY
8S1P,ELECTRON MICROSCOPY
6XGY,X-RAY DIFFRACTION
6ZU1,ELECTRON MICROSCOPY
1LYH,X-RAY DIFFRACTION
5IWC,X-RAY DIFFRACTION
4AJC,X-RAY DIFFRACTION
7WB3,X-RAY DIFFRACTION
6X3M,X-RAY DIFFRACTION
9KYW,ELECTRON MICROSCOPY
6C07,X-RAY DIFFRACTION
5FDV,X-RAY DIFFRACTION
3B1S,X-RAY DIFFRACTION
1QT9,X-RAY DIFFRACTION
5X5U,X-RAY DIFFRACTION
1WSD,X-RAY DIFFRACTION
2RD8,X-RAY DIFFRACTION
1ZOL,X-RAY DIFFRACTION
4ZJ2,X-RAY DIFFRACTION
4WX2,X-RAY DIFFRACTION
1TMI,X-RAY DIFFRACTION
6W1O,X-RAY DIFFRACTION
3FIR,X-RAY DIFFRACTION
6NE4,X-RAY DIFFRACTION
6WD4,ELECTRON MICROSCOPY
2V03,X-RAY DIFFRACTION
7SSN,ELECTRON MICROSCOPY
2DPM,X-RAY DIFFRACTION
1YMS,X-RAY DIFFRACTION
1SE3,X-RAY DIFFRACTION
1XTU,X-RAY DIFFRACTION
7TXJ,ELECTRON MICROSCOPY
5W35,X-RAY DIFFRACTION
9FUY,ELECTRON MICROSCOPY
4TNJ,X-RAY DIFFRACTION
7B94,X-RAY DIFFRACTION
7SA3,ELECTRON MICROSCOPY
4PSG,X-RAY DIFFRACTION
4DWH,X-RAY DIFFRACTION
1NG1,X-RAY DIFFRACTION
1DOY,SOLUTION NMR
8UD6,X-RAY DIFFRACTION
5BN9,X-RAY DIFFRACTION
2O01,X-RAY DIFFRACTION
6UAO,X-RAY DIFFRACTION
6H4F,X-RAY DIFFRACTION
7W35,ELECTRON MICROSCOPY
1ESO,X-RAY DIFFRACTION
9HAI,ELECTRON MICROSCOPY
7R6Y,X-RAY DIFFRACTION
7YLZ,X-RAY DIFFRACTION
2ZS6,X-RAY DIFFRACTION
4XH8,X-RAY DIFFRACTION
8TSX,X-RAY DIFFRACTION
7JG0,X-RAY DIFFRACTION
7F75,ELECTRON MICROSCOPY
7E1Z,ELECTRON MICROSCOPY
2BH7,X-RAY DIFFRACTION
8XSV,X-RAY DIFFRACTION
8XR6,ELECTRON MICROSCOPY
1K8Y,X-RAY DIFFRACTION
3M6A,X-RAY DIFFRACTION
2QMC,X-RAY DIFFRACTION
6A31,X-RAY DIFFRACTION
8V43,ELECTRON MICROSCOPY
7OYD,ELECTRON MICROSCOPY
7W4J,ELECTRON MICROSCOPY
9GRC,ELECTRON MICROSCOPY
1ADG,X-RAY DIFFRACTION
7T93,X-RAY DIFFRACTION
7KZX,ELECTRON MICROSCOPY
7QRL,X-RAY DIFFRACTION
1PRZ,X-RAY DIFFRACTION
8XYS,X-RAY DIFFRACTION
8PWY,X-RAY DIFFRACTION
3BA9,X-RAY DIFFRACTION
4XGK,X-RAY DIFFRACTION
7TI8,ELECTRON MICROSCOPY
1Y8Z,X-RAY DIFFRACTION
7Z2Y,X-RAY DIFFRACTION
7PDD,ELECTRON MICROSCOPY
6CCS,X-RAY DIFFRACTION
3O92,X-RAY DIFFRACTION
8UB7,ELECTRON MICROSCOPY
2XC1,X-RAY DIFFRACTION
1JYE,X-RAY DIFFRACTION
4Q4H,X-RAY DIFFRACTION
4PTH,X-RAY DIFFRACTION
1FGS,X-RAY DIFFRACTION
1E94,X-RAY DIFFRACTION
4UCO,X-RAY DIFFRACTION
1QT6,X-RAY DIFFRACTION
4V7M,X-RAY DIFFRACTION
1AY9,X-RAY DIFFRACTION
5XZ9,X-RAY DIFFRACTION
7NBU,ELECTRON MICROSCOPY
4XO3,X-RAY DIFFRACTION
4IXQ,X-RAY DIFFRACTION
5VI5,X-RAY DIFFRACTION
8AGK,X-RAY DIFFRACTION
3HJJ,X-RAY DIFFRACTION
2DFF,X-RAY DIFFRACTION
4F3X,X-RAY DIFFRACTION
8UMT,ELECTRON MICROSCOPY
1W47,X-RAY DIFFRACTION
8QHP,ELECTRON MICROSCOPY
3ZCU,X-RAY DIFFRACTION
2G7Q,X-RAY DIFFRACTION
6RPE,X-RAY DIFFRACTION
4OIO,X-RAY DIFFRACTION
1DSW,SOLUTION NMR
4LO6,X-RAY DIFFRACTION
8JLE,ELECTRON MICROSCOPY
7K51,ELECTRON MICROSCOPY
5OBM,X-RAY DIFFRACTION
8B08,X-RAY DIFFRACTION
4ZW5,X-RAY DIFFRACTION
1O6D,X-RAY DIFFRACTION
1UBO,X-RAY DIFFRACTION
6I0M,X-RAY DIFFRACTION
6OAJ,X-RAY DIFFRACTION
3G2K,X-RAY DIFFRACTION
2PTH,X-RAY DIFFRACTION
4P3N,X-RAY DIFFRACTION
6ZVM,X-RAY DIFFRACTION
5ITZ,X-RAY DIFFRACTION
6A7B,X-RAY DIFFRACTION
6K7R,X-RAY DIFFRACTION
1MI6,ELECTRON MICROSCOPY
8I6S,ELECTRON MICROSCOPY
7V6K,X-RAY DIFFRACTION
2A9V,X-RAY DIFFRACTION
5Z0R,X-RAY DIFFRACTION
5YTV,X-RAY DIFFRACTION
1AI2,X-RAY DIFFRACTION
7UBN,ELECTRON MICROSCOPY
4V9C,X-RAY DIFFRACTION
6Z1M,X-RAY DIFFRACTION
4YQT,X-RAY DIFFRACTION
3INL,X-RAY DIFFRACTION
6JOQ,X-RAY DIFFRACTION
8G7O,ELECTRON MICROSCOPY
8FV7,X-RAY DIFFRACTION
6D66,X-RAY DIFFRACTION
7SQC,ELECTRON MICROSCOPY
5D50,X-RAY DIFFRACTION
6QZG,X-RAY DIFFRACTION
4EJ7,X-RAY DIFFRACTION
1GZ5,X-RAY DIFFRACTION
1DQR,X-RAY DIFFRACTION
2GMU,X-RAY DIFFRACTION
3DSE,X-RAY DIFFRACTION
7RAD,X-RAY DIFFRACTION
4GHK,X-RAY DIFFRACTION
8H2A,X-RAY DIFFRACTION
2QZ9,X-RAY DIFFRACTION
1IHR,X-RAY DIFFRACTION
8XVO,X-RAY DIFFRACTION
1XHF,X-RAY DIFFRACTION
4NUR,X-RAY DIFFRACTION
1JPJ,X-RAY DIFFRACTION
2VIH,X-RAY DIFFRACTION
4QPE,X-RAY DIFFRACTION
3J2M,ELECTRON MICROSCOPY
5JD8,X-RAY DIFFRACTION
4EWA,X-RAY DIFFRACTION
1N3T,X-RAY DIFFRACTION
3VZ2,X-RAY DIFFRACTION
7XOL,ELECTRON MICROSCOPY
9GGR,ELECTRON MICROSCOPY
6UC6,X-RAY DIFFRACTION
7MIB,ELECTRON MICROSCOPY
6YRH,X-RAY DIFFRACTION
1B5J,X-RAY DIFFRACTION
9FMT,ELECTRON MICROSCOPY
9H3Q,ELECTRON MICROSCOPY
6YMD,X-RAY DIFFRACTION
1MQV,X-RAY DIFFRACTION
4JPG,X-RAY DIFFRACTION
1HDX,X-RAY DIFFRACTION
4M3Y,X-RAY DIFFRACTION
1NYL,X-RAY DIFFRACTION
3CEM,X-RAY DIFFRACTION
2NPJ,X-RAY DIFFRACTION
1E18,X-RAY DIFFRACTION
6ZOG,X-RAY DIFFRACTION
3BFC,X-RAY DIFFRACTION
5JRD,X-RAY DIFFRACTION
4QBL,X-RAY DIFFRACTION
9F92,X-RAY DIFFRACTION
4HUR,X-RAY DIFFRACTION
1UBL,X-RAY DIFFRACTION
7SVX,X-RAY DIFFRACTION
8VJ3,X-RAY DIFFRACTION
5DOT,X-RAY DIFFRACTION
9DFC,X-RAY DIFFRACTION
4DTO,X-RAY DIFFRACTION
8RI1,ELECTRON MICROSCOPY
9DC9,X-RAY DIFFRACTION
3P4E,X-RAY DIFFRACTION
3CD9,X-RAY DIFFRACTION
8IXX,X-RAY DIFFRACTION
8JUS,X-RAY DIFFRACTION
4P9D,X-RAY DIFFRACTION
2YZ2,X-RAY DIFFRACTION
6XL9,ELECTRON MICROSCOPY
9F93,X-RAY DIFFRACTION
7D7C,ELECTRON MICROSCOPY
4DPB,X-RAY DIFFRACTION
8EGR,ELECTRON MICROSCOPY
4WS4,X-RAY DIFFRACTION
7WWW,X-RAY DIFFRACTION
1MEO,X-RAY DIFFRACTION
5ZKM,X-RAY DIFFRACTION
2EMO,X-RAY DIFFRACTION
6QS6,ELECTRON MICROSCOPY
6KIY,X-RAY DIFFRACTION
3E0M,X-RAY DIFFRACTION
2VHJ,X-RAY DIFFRACTION
2VGG,X-RAY DIFFRACTION
8GN0,X-RAY DIFFRACTION
6QPH,X-RAY DIFFRACTION
4XE5,X-RAY DIFFRACTION
5RPP,X-RAY DIFFRACTION
9K73,X-RAY DIFFRACTION
7Z8Q,ELECTRON MICROSCOPY
2PF8,X-RAY DIFFRACTION
2VE9,X-RAY DIFFRACTION
4R5T,X-RAY DIFFRACTION
2EW6,X-RAY DIFFRACTION
8IHV,ELECTRON MICROSCOPY
1LBA,X-RAY DIFFRACTION
1FRR,X-RAY DIFFRACTION
7VVS,X-RAY DIFFRACTION
6SOG,ELECTRON MICROSCOPY
4V2E,X-RAY DIFFRACTION
3TY7,X-RAY DIFFRACTION
4XVE,X-RAY DIFFRACTION
1GYP,X-RAY DIFFRACTION
8XVC,ELECTRON MICROSCOPY
8FJW,X-RAY DIFFRACTION
3LTN,X-RAY DIFFRACTION
2BPQ,X-RAY DIFFRACTION
2CO5,X-RAY DIFFRACTION
5TSS,X-RAY DIFFRACTION
2Q6T,X-RAY DIFFRACTION
5UIO,X-RAY DIFFRACTION
3AI5,X-RAY DIFFRACTION
3B6M,X-RAY DIFFRACTION
6EHS,X-RAY DIFFRACTION
6OF6,X-RAY DIFFRACTION
6FBG,X-RAY DIFFRACTION
3OC6,X-RAY DIFFRACTION
4JY7,X-RAY DIFFRACTION
1Q1E,X-RAY DIFFRACTION
4LO0,X-RAY DIFFRACTION
9DP2,X-RAY DIFFRACTION
2VBK,X-RAY DIFFRACTION
5YYM,X-RAY DIFFRACTION
3ILE,X-RAY DIFFRACTION
6ICD,X-RAY DIFFRACTION
8KBK,X-RAY DIFFRACTION
6GIR,X-RAY DIFFRACTION
5MPM,X-RAY DIFFRACTION
6TNN,ELECTRON MICROSCOPY
4BE7,X-RAY DIFFRACTION
8BAV,X-RAY DIFFRACTION
7KZZ,ELECTRON MICROSCOPY
1NL3,X-RAY DIFFRACTION
3OHX,X-RAY DIFFRACTION
7NFX,ELECTRON MICROSCOPY
2HLT,SOLUTION NMR
9C0B,ELECTRON MICROSCOPY
5EKD,X-RAY DIFFRACTION
5AUK,X-RAY DIFFRACTION
2OL1,X-RAY DIFFRACTION
7W4R,X-RAY DIFFRACTION
2NOW,X-RAY DIFFRACTION
7EHM,X-RAY DIFFRACTION
8XOU,ELECTRON MICROSCOPY
8G4H,ELECTRON MICROSCOPY
7XFW,X-RAY DIFFRACTION
8I8I,X-RAY DIFFRACTION
3E0V,X-RAY DIFFRACTION
8YEP,X-RAY DIFFRACTION
5J7L,X-RAY DIFFRACTION
7UK7,X-RAY DIFFRACTION
7NKZ,ELECTRON MICROSCOPY
8F1K,ELECTRON MICROSCOPY
1YJY,X-RAY DIFFRACTION
3M8R,X-RAY DIFFRACTION
5NZ2,X-RAY DIFFRACTION
6S30,X-RAY DIFFRACTION
4V6L,ELECTRON MICROSCOPY
4E5U,X-RAY DIFFRACTION
8GZ7,ELECTRON MICROSCOPY
1AA0,X-RAY DIFFRACTION
4CKL,X-RAY DIFFRACTION
6EAC,X-RAY DIFFRACTION
6L74,X-RAY DIFFRACTION
1BSZ,X-RAY DIFFRACTION
6O6K,X-RAY DIFFRACTION
1H95,SOLUTION NMR
6DK8,X-RAY DIFFRACTION
8DQZ,ELECTRON MICROSCOPY
3UQY,X-RAY DIFFRACTION
6MU9,X-RAY DIFFRACTION
6H30,X-RAY DIFFRACTION
3ZWT,X-RAY DIFFRACTION
2J28,ELECTRON MICROSCOPY
7C97,ELECTRON MICROSCOPY
8QB5,X-RAY DIFFRACTION
2GCB,X-RAY DIFFRACTION
6TQG,X-RAY DIFFRACTION
4LUB,X-RAY DIFFRACTION
8J2P,X-RAY DIFFRACTION
7P7U,ELECTRON MICROSCOPY
1SBI,X-RAY DIFFRACTION
7BGS,X-RAY DIFFRACTION
3HQ4,X-RAY DIFFRACTION
6GQH,X-RAY DIFFRACTION
7RL0,ELECTRON MICROSCOPY
2VI9,X-RAY DIFFRACTION
5K6T,X-RAY DIFFRACTION
1EUQ,X-RAY DIFFRACTION
6TUI,ELECTRON MICROSCOPY
8PRE,X-RAY DIFFRACTION
7QV7,ELECTRON MICROSCOPY
1WB9,X-RAY DIFFRACTION
7YP9,ELECTRON MICROSCOPY
7SGR,ELECTRON MICROSCOPY
5DA8,X-RAY DIFFRACTION
7LDO,X-RAY DIFFRACTION
3DS9,X-RAY DIFFRACTION
3MS4,X-RAY DIFFRACTION
2OEA,X-RAY DIFFRACTION
1D5M,X-RAY DIFFRACTION
5YTF,X-RAY DIFFRACTION
1E0J,X-RAY DIFFRACTION
4XTC,X-RAY DIFFRACTION
8Z1W,ELECTRON MICROSCOPY
4W8C,X-RAY DIFFRACTION
4WDW,X-RAY DIFFRACTION
1C1K,X-RAY DIFFRACTION
2EJD,X-RAY DIFFRACTION
1V3V,X-RAY DIFFRACTION
3N7L,X-RAY DIFFRACTION
6R4F,X-RAY DIFFRACTION
7SFM,X-RAY DIFFRACTION
4XL5,X-RAY DIFFRACTION
2BDQ,X-RAY DIFFRACTION
3GUO,X-RAY DIFFRACTION
1MKH,X-RAY DIFFRACTION
3PUU,X-RAY DIFFRACTION
7K8E,X-RAY DIFFRACTION
1DDS,X-RAY DIFFRACTION
5JS5,X-RAY DIFFRACTION
4OQI,X-RAY DIFFRACTION
8G3X,X-RAY DIFFRACTION
3B39,X-RAY DIFFRACTION
3BJT,X-RAY DIFFRACTION
3A3C,X-RAY DIFFRACTION
2IFO,FIBER DIFFRACTION
8E7Q,X-RAY DIFFRACTION
1PFD,SOLUTION NMR
2INR,X-RAY DIFFRACTION
7DYA,X-RAY DIFFRACTION
5YI2,X-RAY DIFFRACTION
1GHI,X-RAY DIFFRACTION
